drug_id,target_id,drug_mechanism_of_action_on_target
D0D1YY,T30985,Antagonist
D0R8FM,T30985,Modulator
D03EZB,T92687,Modulator
D03RVC,T92687,Modulator
D0M8HH,T92687,Modulator
D0L8MO,T97141,Inhibitor
D01WMW,T00494,Modulator
D0B0UN,T15334,Inhibitor
D0F8XI,T15334,Modulator
D04NJS,T36557,Modulator
D06KPR,T36557,Agonist
D05YTG,T46628,Modulator
D04XGU,T53585,Inhibitor
D0G1WL,T53585,Inhibitor
D03GYK,T68782,Antagonist
D06RRD,T86591,Agonist
DE6GF4,T86591,Agonist
D0RK1O,T88697,Inhibitor
D02CTS,T89534,Modulator
D01ZDR,T05849,Modulator
D01ZDR,T28330,Modulator
D0O3DK,T36075,Agonist
D00XWD,T59679,Agonist
D04LDK,T62306,Antagonist
D00PMB,T53811,Modulator
D00PMB,T85072,Modulator
D0TG4S,T37952,Inhibitor
D05RXW,T40016,Modulator
D0IL7L,T40016,Agonist
D0E5GI,T47094,Antagonist
D00AWA,T22839,Modulator
D04ELD,T28265,Inhibitor
D9EC0G,T28265,Inhibitor
D0H8OH,T82146,Agonist
D07GTW,T40954,Cofactor
D0R3ZE,T56365,
D08IXA,T92828,Antagonist
D0Y1ZU,T93440,Antagonist
D0S5WG,T52227,Inhibitor
D04OKJ,T96144,Inhibitor
D0A3SX,T22032,Modulator
D0S9VG,T77796,Inhibitor
D07XQS,T02551,Antagonist
D07XQS,T03513,Antagonist
D0J0EM,T22939,Inducer
D0N4PC,T22939,Modulator
D0U2DO,T47101,Antagonist
D07OZR,T52624,Inhibitor
D07XQS,T67162,Antagonist
D0V6OA,T71536,Inhibitor
D0N5JZ,T75243,Modulator
D0RP2W,T83386,Antagonist
D0V6OA,T86836,Inhibitor
D0G4GY,T87108,CAR-T-Cell-Therapy
D07OZR,T91331,Inhibitor
D0N5JZ,T95913,Modulator
D0SX9C,T06421,Stimulator
D0T4KG,T09092,Modulator
D02ROU,T12475,Antagonist
D08FKH,T12475,Agonist
D08WYM,T12475,Agonist
D0F2WP,T12475,Antagonist
D0V6KF,T12475,Inhibitor
D0VG7Y,T12475,Antagonist
D02XMD,T13260,Inhibitor
D0NF1D,T17140,Inhibitor
D02HUB,T22939,Agonist
D07YGK,T22939,Antagonist
D0H2MF,T22939,Inhibitor
D0K2HA,T22939,Antagonist
D0U8AS,T22939,Antagonist
D0W5RL,T22939,Modulator
D04ZND,T33489,Inhibitor
D0I3RN,T33489,Inhibitor
D03YAA,T37693,Agonist
D0S5EF,T38529,Antagonist
D0DJ1B,T60529,Inhibitor
D09BKE,T66665,Inhibitor
D0DJ1B,T66665,Inhibitor
D0IC7A,T89534,Modulator
D07BSE,T54055,Modulator
D0N4OW,T66237,Agonist
D0CH4A,T24373,Modulator
D09PFR,T29736,Modulator
D8CW9E,T96876,
DMT4U6,T58741,Inhibitor
D0D4CX,T09826,Inhibitor
D0S6AQ,T12475,Antagonist
D09KWN,T18779,CAR-T-Cell-Therapy
D03QBT,T20178,Modulator
D07GFF,T59328,Modulator
D0B3ZC,T65883,
D0LJ2S,T82277,CAR-T-Cell-Therapy
D04PMM,T83193,Blocker
D0V8HA,T78111,Antagonist
DCWT40,T16739,Inhibitor
D31ZLD,T79051,Inhibitor
D0HU0A,T93121,Inhibitor
D01AXT,T89534,Modulator
D0I3OS,T00750,
D04ZIZ,T05938,
D0DN0W,T06273,Modulator
D0J1OG,T26226,Antagonist
D07YPB,T87108,CAR-T-Cell-Therapy
D8EIB7,T87108,
D0OS7K,T95385,Modulator
D02GWJ,T21945,Inhibitor
D08OHK,T10092,Modulator
D0R9VC,T12475,Modulator
D02FTU,T68334,Modulator
D02SBQ,T68334,Binder
D04WBY,T68334,Binder
D08MVV,T68334,Modulator
D09HCE,T68334,Modulator
D0OM3A,T68334,Binder
D0W6SS,T79473,Modulator
D0Z2CM,T79473,Binder
D0CT9Y,T89534,Modulator
D0I5WB,T89534,Modulator
D06JRD,T60529,Inhibitor
D0R3LQ,T00039,
D05GVV,T20761,Inhibitor
D05LBH,T20761,Inhibitor
D09KYB,T20761,Inhibitor
D0V7OF,T20761,Inhibitor
D0S7NS,T21307,Inhibitor
D4ZLC2,T29036,Inhibitor
D04XVU,T29741,Modulator
D04XVU,T32137,Modulator
D09ZNL,T40474,Inhibitor
D0I4LB,T53389,Inhibitor
D0I4VX,T53389,Inhibitor
D0ID0R,T53389,Inhibitor
D00VFH,T59550,Inhibitor
D07UNH,T63512,Inhibitor
D0X7KB,T67162,Agonist
D07WCT,T92640,Modulator
D07WCT,T95923,Modulator
D0Z2JF,T98269,Modulator
D0L9ZR,T19433,Inhibitor
D0J2VB,T06671,Modulator
D0E8PG,T25005,Inhibitor
D0C6YQ,T31309,Inhibitor
D0J2VB,T34123,Blocker
D08BPS,T56365,CAR-T-Cell-Therapy
D0M4WU,T56365,CAR-T-Cell-Therapy
D0MV4T,T56365,CAR-T-Cell-Therapy
D2HDB8,T60345,Inhibitor
D0EQ6D,T66693,CAR-T-Cell-Therapy
D0RU0O,T67849,Modulator
D0S5LD,T67849,Inhibitor
DP1SE6,T67849,Inhibitor
D0A5SJ,T73097,
D0GP8N,T73215,Agonist
D0J2VB,T73215,
D0O9DK,T73215,Antagonist
D0Q0RX,T73215,CAR-T-Cell-Therapy
D2HDB8,T73215,Inhibitor
DJ5E7O,T73215,
D0S5LD,T80276,Inhibitor
D0RU0O,T95913,Modulator
D0S5LD,T95913,Modulator
DZ02CQ,T28893,Agonist
D2AG4O,T45182,
D5C4YE,T45182,
D8FX9H,T45182,
DZ02CQ,T46360,Agonist
DO57XC,T63233,Inhibitor
DW0E3K,T63233,
D00RJB,T00140,Inhibitor
D06ZEE,T01318,Inhibitor
D05EAM,T14558,Inhibitor
D04RSI,T16514,Inhibitor
D0R2SW,T16514,Inhibitor
D09IFW,T16731,Inhibitor
D05ALG,T20331,Antagonist
D09XUY,T20474,Inhibitor
D03HSF,T22348,Modulator
D02DWM,T32862,Modulator
D08XAC,T32862,Modulator
D00VFM,T33491,Inhibitor
D02MQL,T33491,Inhibitor
D05ALG,T33491,Inhibitor
D0C9KY,T40785,Inhibitor
D0O2NQ,T40785,Inhibitor
D09XUY,T41820,Modulator
D07GRH,T48940,Modulator
D09GOS,T56923,Modulator
D0X9RY,T66350,Inhibitor
D0J6VN,T67046,Inhibitor
D09DUQ,T67282,Inhibitor
D0V4IB,T69189,Inhibitor
D00ZCN,T73189,Modulator
D07INL,T73189,Inhibitor
D00AXJ,T73726,Modulator
D01ZBF,T73726,Inhibitor
D05QIU,T73726,Inhibitor
D08MTG,T73726,Inhibitor
D09LNI,T73726,Modulator
D0AA2D,T73726,Inhibitor
D0B4IF,T73726,Inhibitor
D0CE8J,T73726,Modulator
D0G4BI,T73726,Inhibitor
D0J1CL,T73726,Inhibitor
D0O6UZ,T73726,Inhibitor
D0V4IB,T73726,Modulator
D01AYJ,T78173,Modulator
D0T5NI,T79534,Modulator
D0BW9R,T82349,Modulator
D01KHW,T83145,Modulator
D0J6VN,T86836,Binder
DJ8CY4,T95410,Inhibitor
D0L9PY,T30985,Antagonist
D0N3TO,T30985,Antagonist
D0T2MN,T30985,Antagonist
D09EIX,T62841,Antagonist
D0I2RS,T62841,Antagonist
D0JY5S,T79961,Antagonist
DJ4X7D,T09826,Inhibitor
D0MW0N,T43415,Inhibitor
D09AAK,T53524,Inhibitor
D0UO2P,T53524,Inhibitor
D03MDY,T57700,Inhibitor
D09AAK,T57700,Inhibitor
DLC7Y9,T63231,Inhibitor
DJ4X7D,T65429,Inhibitor
D0R0MW,T80975,Modulator
D0MW0N,T85943,Inhibitor
D0BT7R,T17852,Inhibitor
DZ40HL,T63195,
D89BQK,T00523,Inhibitor
D0Q5PL,T00884,Inhibitor
D0Z3DY,T05089,Antagonist
D06ZIT,T05196,Modulator
D0S3BF,T05196,Modulator
D03DEI,T11288,Modulator
D0Z3DY,T11288,Stimulator
D0U9TM,T22583,Blocker
D0U9TM,T26623,Inhibitor
D0B8SC,T40954,Inhibitor
D0E4FM,T40954,Inhibitor
D0I5JM,T40954,Inhibitor
D0WK0P,T40954,Inhibitor
D0Z2NY,T40954,Inhibitor
D0Q5PL,T56923,Inhibitor
D03RJZ,T58921,Modulator
D0X7VB,T58921,Agonist
D0Q5PL,T60529,Inhibitor
DZDL28,T63200,
D0Q5PL,T66665,Inhibitor
D0L7FM,T70680,Blocker
D0Q5PL,T73712,Inhibitor
D02ZKR,T78198,Inhibitor
D03BSK,T86057,Inhibitor
D06UTH,T86057,Inhibitor
D62LZO,T86057,Inhibitor
DA29IM,T86057,Inhibitor
D03RJZ,T86591,Modulator
D0CO3N,T99954,Agonist
D0U5UC,T06093,Inhibitor
D0X3GA,T11947,Modulator
D08AMJ,T30081,Modulator
D03RDQ,T35040,
D0OH8W,T40663,
DL2HO7,T44682,Agonist
D1BT2M,T50445,Inhibitor
D0JS4E,T68039,
D0T3CH,T82494,Modulator
D2UE8B,T38179,Inhibitor
D0B0FU,T71905,Inhibitor
DC9FD4,T85944,Inhibitor
D0I8FV,T05114,Modulator
D0D5EW,T12499,Inhibitor
D06SYA,T16514,Inhibitor
D04SDN,T24634,Inhibitor
D05BIJ,T24634,Inhibitor
D00XHD,T34743,Inhibitor
D0I0VY,T38179,Inhibitor
D0D5EW,T38284,Inhibitor
D0D5EW,T47101,Inhibitor
D0I8FV,T47941,Inhibitor
D0D5EW,T53524,Inhibitor
D0Q0EX,T53601,Inhibitor
D0D5EW,T59102,Inhibitor
D0D5EW,T59328,Inhibitor
D0Q6RG,T64410,Inhibitor
D0F9FR,T71905,Inhibitor
D0B1PE,T75440,Binder
D0D5EW,T85943,Inhibitor
D02IIW,T88240,Inhibitor
D03QWT,T88240,Inhibitor
D0B5FZ,T88240,Inhibitor
D0D5EW,T88240,Inhibitor
D0F9FR,T88338,Inhibitor
D04MOZ,T89515,Inhibitor
D0B1PE,T89515,Inhibitor
D0H4NN,T89515,Inhibitor
D05CPS,T15739,
D0G7YS,T15739,Modulator
D0V2SP,T15739,
D0RI6Q,T15783,Antagonist
D0U0RJ,T19579,Modulator
D0E0FY,T26623,Modulator
D0PW4N,T28484,Inhibitor
D0OR5P,T30938,Modulator
D0VV6V,T35486,Modulator
D09ETH,T40474,Modulator
D06VFF,T41560,
D0I8NM,T45598,Modulator
D0Q3IS,T47863,
D08DUF,T51693,Immunomodulator
D05FFR,T55922,Inhibitor
D09XZB,T59328,Inhibitor
D0FN4T,T59328,Antagonist
D0R4PW,T59328,
DWK96T,T59328,Inhibitor
DXZ31K,T59328,
D01OHD,T60366,Inhibitor
D08UUL,T62449,Inhibitor
D03NJY,T75243,Inhibitor
D09ETH,T80975,Modulator
D0U1IR,T86836,Inhibitor
D03NJY,T95913,Modulator
D0N6VS,T99338,Activator
DCIX20,T99338,Agonist
D0N4SU,T22977,Modulator
D0W9IT,T16117,Inhibitor
D0W4YO,T47768,Inhibitor
D0W4YO,T52921,Inhibitor
D01NJI,T77913,Antagonist
D01TSI,T81183,Agonist
D06XZR,T85605,Modulator
D0T8EL,T82051,
D0DS4P,T05409,Modulator
D0NC1D,T23499,Antagonist
D0N1YF,T40474,Modulator
D01BYB,T63505,Inhibitor
D0OK3O,T71230,Agonist
D00TTS,T79473,Inhibitor
D0Q3UL,T89213,Antagonist
D02ALD,T01777,Modulator
D02OZE,T03917,Inhibitor
D0M3QP,T03917,Inhibitor
D00XVE,T04394,Antagonist
D0U7NG,T04394,Modulator
D07YLO,T04773,Inhibitor
D0DR4W,T04773,Modulator
D0M0YB,T05114,Inhibitor
D04LAQ,T05409,Inhibitor
D06WTQ,T05409,Inhibitor
D0K6SM,T05409,Modulator
D0LJ8C,T05409,Modulator
D03SHP,T11211,Modulator
D0D3FP,T11211,Modulator
D0C4HG,T12966,Stimulator
D01NXF,T15377,Modulator
DNGT70,T17852,Inhibitor
DSN1B6,T17852,Inhibitor
D06ZEO,T19693,Modulator
D04IKF,T21945,Enhancer
D07SBP,T23471,Modulator
D0X2UI,T30085,Inhibitor
DF86OC,T32578,Inhibitor
D97BHT,T33245,Inhibitor
D03ZBN,T33754,Inhibitor
D09PLF,T33754,Modulator
D0LC2B,T33754,Modulator
D0S8DB,T33754,Modulator
D0Z4VA,T33754,Modulator
D02OZE,T36053,Modulator
D07TGN,T40800,Binder
D0AR3J,T40800,Binder
D08FWK,T40954,Inhibitor
D0H9MA,T44068,Antagonist
D0J7RK,T44068,Agonist
D06KYU,T45993,Modulator
D0NH6F,T45993,Modulator
D0A2OW,T46185,Antagonist
D08FSD,T52921,Agonist
D0X2UI,T54771,Inhibitor
D04EMB,T57680,Agonist
D0NO0K,T58772,Inhibitor
D08YVP,T61581,Modulator
D07HSR,T64213,Antagonist
DBE87X,T65074,Inhibitor
D00ZPR,T65198,Modulator
D0H0YZ,T65198,Modulator
D0QX9K,T65783,Agonist
D03KZM,T66237,Antagonist
D0Z8DO,T66237,Antagonist
D08GVB,T66426,Modulator
D02ALD,T67162,Agonist
D0L5WD,T71230,Modulator
D0OH2H,T72168,Antagonist
D0Q4SD,T72168,Modulator
DP6AO8,T72168,Modulator
D06LRG,T74456,Antagonist
D0H5HZ,T74937,Inhibitor
D00UEQ,T75888,Modulator
D0K6SM,T82577,Modulator
D0YL8U,T85523,Modulator
D0R5QQ,T86591,Agonist
D01OFY,T88975,Modulator
D08HKT,T88975,Inhibitor
D0F5UN,T92072,Antagonist
D0M7BL,T92072,Modulator
D0X0IY,T92072,Antagonist
D0C3HS,T92328,Modulator
D0T2LP,T92328,Modulator
D0E2MI,T51666,Modulator
D02CPP,T92687,Modulator
D0Z5SM,T24836,Inhibitor
D00JNT,T05152,Inhibitor
D0Z3BU,T05152,Inhibitor
D0S9SD,T14342,Modulator
D0RK8U,T23547,Modulator
D0OZ7P,T40492,Inhibitor
D05TGV,T45598,Modulator
D0W8KT,T53903,
D0D5CY,T56518,Modulator
D0X3LD,T71501,Inhibitor
D02GLD,T80896,Antagonist
D0O2MO,T81443,Agonist
DCL35B,T16340,
DQ15ZM,T21307,Inhibitor
DW8Z1M,T56923,Antagonist
D05YWJ,T60708,Inhibitor
D0HJ1R,T62460,Inhibitor
D02KRI,T27265,Inhibitor
D07BXC,T27265,Modulator
D0C5JQ,T01110,Modulator
D0U3UJ,T03313,Modulator
D0G5SK,T56365,CAR-T-Cell-Therapy
D0P4KP,T56365,CAR-T-Cell-Therapy
DZM2L1,T59001,
D02KSP,T59631,
DFLK16,T59631,Inhibitor
DNI7E3,T59631,
D4MW3O,T62449,Inhibitor
D02BLD,T69707,Modulator
DNI7E3,T76233,
D03SSE,T86836,Intercalator
D06UVD,T86836,Breaker
D08GYO,T86836,
D03TIS,T88023,Modulator
D08ZAC,T88023,CAR-T-Cell-Therapy
D0FZ1Y,T88023,CAR-T-Cell-Therapy
D0J7KD,T88023,
D0N2AM,T88023,CAR-T-Cell-Therapy
D0S3YV,T88023,CAR-T-Cell-Therapy
D0TC6X,T88023,CAR-T-Cell-Therapy
DZM2L1,T88023,
D0YS7D,T71398,Stimulator
D0O6IZ,T67162,Agonist
D0I0NP,T84621,Inhibitor
D0V8TQ,T40800,Binder
D2SDM0,T38810,Inhibitor
D02LHR,T01777,Inhibitor
D06OFS,T01777,Modulator
D0D0YM,T01777,Modulator
D0M6YW,T01777,Modulator
D08UUK,T03917,Modulator
D05UQD,T05409,Modulator
D06WBA,T05409,Modulator
D09GXF,T05409,Modulator
D09PYD,T05409,Modulator
D0F9BX,T05409,Modulator
D0H1GF,T05409,Modulator
D0KR3X,T05409,Modulator
D0WF7K,T05409,Inhibitor
D0D3AI,T06046,Inhibitor
D04NPP,T07663,Inhibitor
D0F9GE,T07663,Modulator
D00UBK,T09909,Inhibitor
D03VWB,T09909,Agonist
D08CKJ,T09909,Modulator
D0A8EG,T09909,Antagonist
D0GS7N,T09909,Inhibitor
D0K0AT,T09909,Inhibitor
D0B7LK,T10965,Modulator
D0AY7K,T15117,Modulator
D0Q2WS,T15117,Modulator
D0U3CR,T15117,Modulator
D0K4RU,T17140,Antagonist
D09ORU,T22118,Antagonist
D0N1WM,T22118,Modulator
D0R6BI,T22118,Agonist
D01VUE,T23499,Inhibitor
D07DGM,T23499,Modulator
D0H0KK,T23499,Modulator
D0OW4A,T23499,Modulator
D0P5UE,T23499,Modulator
D0YS1U,T23499,Antagonist
D0F7XN,T25663,Modulator
D09GYT,T29500,Stimulator
D00RXR,T30834,Antagonist
D0Q9NJ,T30834,Modulator
D03SKR,T31424,Agonist
D0N8UU,T31424,Antagonist
D0Y6KO,T31424,Modulator
D0C1JV,T31956,Inhibitor
D02SKA,T32060,Antagonist
D00XRI,T32247,Modulator
D0KL3U,T35734,Inhibitor
D0X0ZD,T35734,Inhibitor
D02LHR,T41580,Inhibitor
D0J8ZA,T43920,Inhibitor
D01UXC,T44068,Antagonist
D01VAB,T44068,Antagonist
D03MZJ,T44068,Modulator
D03ROX,T44068,Antagonist
D0F2PO,T44068,Antagonist
D0HD9K,T44068,Antagonist
D0I2MK,T44068,Antagonist
D0K3ZR,T44068,Antagonist
D0P9KA,T44068,Modulator
D0W8SB,T44068,Antagonist
D0X2MB,T44068,Antagonist
D0Z1UA,T44068,Antagonist
D0C1JV,T45287,Inhibitor
D00ECB,T45993,Modulator
D03ZPY,T45993,Modulator
D04LRU,T45993,Modulator
D06BBZ,T45993,Modulator
D06BUA,T45993,Blocker
D06HCD,T45993,Antagonist
D06LDC,T45993,Modulator
D07EGW,T45993,Modulator
D08AFD,T45993,Blocker
D08ZAX,T45993,Blocker
D09ELP,T45993,Modulator
D09ESW,T45993,Modulator
D0DI3E,T45993,Modulator
D0FF7A,T45993,Modulator
D0G2XN,T45993,Blocker
D0KT8U,T45993,Blocker
D0LN9P,T45993,Blocker
D0P9KA,T45993,Modulator
D0Q6EN,T45993,Modulator
D0S5CU,T45993,Blocker
D0V6YT,T45993,Modulator
D0WN0U,T45993,Blocker
D0Z7KE,T45993,Modulator
D0I3IG,T48873,Blocker
D0J4JM,T48873,Blocker
D0H8FH,T49526,Blocker
D01VAP,T51408,Modulator
D02ZEM,T51408,Modulator
D03ISE,T51408,Modulator
D06TVC,T51408,Modulator
D0D0YM,T51408,Modulator
D0H5MB,T51408,Modulator
D00NKB,T52173,Blocker
D03MZJ,T52522,Modulator
D00POS,T53381,Modulator
D01EWC,T53381,Antagonist
D02LHR,T53381,Inhibitor
D02SKA,T53381,Modulator
D03MIR,T53381,Antagonist
D0C1CU,T53381,Modulator
D06MPJ,T55302,Modulator
D07XVR,T57680,Modulator
D8FHG5,T59056,Inhibitor
DKO16W,T59056,Inhibitor
D05DNA,T59174,Modulator
D00TLD,T61581,Modulator
D00MIF,T61622,Inhibitor
D01EZY,T61622,Inhibitor
D01QSG,T61622,Inhibitor
D01SGM,T61622,Inhibitor
D02KBO,T61622,Inhibitor
D02KEY,T61622,Inhibitor
D03SVX,T61622,Inhibitor
D05FTY,T61622,Inhibitor
D06JQM,T61622,Inhibitor
D06ZKG,T61622,Inhibitor
D07JXN,T61622,Inhibitor
D08IDQ,T61622,Inhibitor
D0C2EP,T61622,Inhibitor
D0J5GT,T61622,Inhibitor
D0K1AF,T61622,Inhibitor
D0L4VZ,T61622,Inhibitor
D0M7HO,T61622,Inhibitor
D0TD2F,T61622,Inhibitor
D0V3UN,T61622,Inhibitor
D0V4LG,T61622,Inhibitor
D0V5XL,T61622,Inhibitor
D0R0UJ,T62151,Inhibitor
D30EZF,T63201,
DLQS16,T63201,
D0R0FE,T64795,Blocker
D04TSV,T67102,Inhibitor
D01SAT,T67162,Antagonist
D0BA6T,T67162,Agonist
D0K2PS,T67162,Agonist
D0K2TB,T67162,Modulator
D0N1WM,T67162,Inhibitor
D0X8QP,T67162,Modulator
D00LCT,T67952,Agonist
D00LWF,T67952,Opener
D01BQJ,T67952,Opener
D03WUH,T67952,Opener
D07JOS,T67952,Opener
D07WEP,T67952,Modulator
D09KYR,T67952,Opener
D0B6ER,T67952,Opener
D0C8DC,T67952,Opener
D0GU4Z,T67952,Binder
D0S1BN,T67952,Opener
D0V8RY,T67952,Opener
D0Y2CJ,T67952,Modulator
D0J5HU,T68315,Modulator
D0QG1B,T68315,Antagonist
D02DWK,T68967,Modulator
D03SKR,T69619,Inhibitor
D0K1XK,T69619,Modulator
D0M3JI,T70071,Inhibitor
D06BKH,T72038,Inhibitor
D00DFP,T72168,Antagonist
D0I1LH,T72168,Agonist
D0B7LK,T72835,Modulator
D00JAU,T74456,Antagonist
D00NVX,T74456,Antagonist
D00UBK,T74456,Inhibitor
D00VFE,T74456,Modulator
D00XTS,T74456,Antagonist
D00XZP,T74456,Antagonist
D02BBC,T74456,Antagonist
D05FGG,T74456,Modulator
D05FUU,T74456,Antagonist
D06EQN,T74456,Modulator
D06MUI,T74456,Antagonist
D06TZT,T74456,Antagonist
D06UDG,T74456,Antagonist
D0A2RA,T74456,Modulator
D0A8EG,T74456,Antagonist
D0B9AO,T74456,Antagonist
D0C3BA,T74456,Antagonist
D0D5SQ,T74456,Antagonist
D0DD0K,T74456,Antagonist
D0DL2S,T74456,Antagonist
D0GS7N,T74456,Antagonist
D0I7PO,T74456,Antagonist
D0J2NB,T74456,Antagonist
D0K0AT,T74456,Inhibitor
D0M7TO,T74456,Antagonist
D0N0JE,T74456,Modulator
D0N6RF,T74456,Antagonist
D0T7US,T74456,Antagonist
D0YS1U,T74456,Antagonist
D0MP5H,T74654,Blocker
D06BUA,T75984,Modulator
D08VRO,T75984,Antagonist
D0C1CU,T75984,Modulator
D0Q6EN,T75984,Modulator
D0N5SS,T76685,Antagonist
D08TJM,T77365,Agonist
D03SFU,T78709,Inhibitor
D0K0VO,T78709,Agonist
D0R1DP,T78709,Agonist
D0P4VX,T79232,Stimulator
D0F7AT,T79961,Modulator
D0A8XN,T81183,Antagonist
D0K0VO,T81183,Antagonist
D0WV3U,T81183,Antagonist
D09ELP,T82266,Inhibitor
D0I2WV,T82266,Modulator
D00FHI,T82577,Inhibitor
D00HDU,T82577,Inhibitor
D00SEB,T82577,Inhibitor
D03DRW,T82577,Inhibitor
D03KYG,T82577,Inhibitor
D05COG,T82577,Inhibitor
D05MFG,T82577,Inhibitor
D05UQD,T82577,Modulator
D07HGR,T82577,Inhibitor
D08DWH,T82577,Inhibitor
D09GXF,T82577,Modulator
D09HDR,T82577,Inhibitor
D0F9BX,T82577,Modulator
D0G8NJ,T82577,Inhibitor
D0I0EG,T82577,Inhibitor
D0I7SZ,T82577,Inhibitor
D0KR3X,T82577,Modulator
D0M5OC,T82577,Inhibitor
D0N5HJ,T82577,Inhibitor
D0OZ3S,T82577,Inhibitor
D0U3EC,T82577,Inhibitor
D0U4UQ,T82577,Modulator
D0X8KY,T82577,Inhibitor
D00PLV,T82624,Antagonist
D0R0UJ,T83011,Inhibitor
D08JIV,T84316,Blocker
D0A1DH,T84316,Blocker
D0OB1J,T84316,Blocker
D0P6ZH,T84316,Blocker
D01WLC,T84886,Blocker
D06TNG,T84886,Blocker
D00BIY,T85574,Modulator
D00FWB,T85574,Modulator
D00MSP,T85574,Antagonist
D00NTW,T85574,Modulator
D02ABS,T85574,Modulator
D02ZKB,T85574,Modulator
D03OKG,T85574,Modulator
D04FXE,T85574,Modulator
D06MUI,T85574,Modulator
D07GQA,T85574,Modulator
D07LEW,T85574,Modulator
D08VTA,T85574,Modulator
D0A8HL,T85574,Modulator
D0CE6T,T85574,Modulator
D0F0TW,T85574,Modulator
D0F2HA,T85574,Modulator
D0HJ7I,T85574,Modulator
D0I7BD,T85574,
D0L3EW,T85574,Modulator
D0M7PS,T85574,Modulator
D0N1EW,T85574,Modulator
D0N5CT,T85574,Modulator
D0O0QG,T85574,Modulator
D0O0RK,T85574,Modulator
D0T5SG,T85574,Modulator
D0XG0Z,T85574,Modulator
D0XI9O,T85574,Modulator
D0Y8PH,T85574,Modulator
D0W9NO,T86679,Agonist
D0V2GT,T89213,Antagonist
D03JHJ,T92072,Antagonist
D08ZBT,T92072,Agonist
D0EK6D,T92072,Modulator
D04DKH,T92609,Inhibitor
D0OW4A,T92828,Modulator
D03GVC,T93878,Blocker
D09NIA,T93878,Blocker
D0I1LH,T93878,Blocker
D0Y2IZ,T93878,Blocker
D0G2GR,T99954,Modulator
D0X9PF,T35842,Agonist
D0X9PF,T72458,Agonist
D00CQQ,T78709,Modulator
D00DPJ,T01777,Modulator
D0A5TM,T01777,Modulator
D01IPI,T05409,Modulator
D09JES,T05409,Modulator
D0C1AY,T05409,Modulator
D0L2IQ,T05409,Modulator
D0M0RN,T05409,Inhibitor
D0N5HN,T05409,Modulator
D0X1RQ,T06046,Inhibitor
D07JLM,T07400,Breaker
D03LAB,T23499,Antagonist
D04NPX,T23499,Antagonist
D0R7YY,T23499,Antagonist
D0CV7T,T27602,Modulator
D0G6EO,T49493,Antagonist
D04EYC,T67162,Agonist
D0T7OW,T67162,Agonist
D0IX1A,T70967,Antagonist
D0E3XG,T74456,Agonist
D02JUM,T82577,Inhibitor
D0C1AY,T82577,Modulator
D0N5HN,T82577,Modulator
DR5V8I,T06020,
D01VEJ,T03661,Modulator
D05YUI,T03661,Modulator
D0IP9E,T93662,Modulator
D0U5AQ,T06955,CAR-T-Cell-Therapy(Dual specific)
D0DU4T,T56365,CAR-T-Cell-Therapy
D0GA8I,T88023,CAR-T-Cell-Therapy
D0I5GS,T88023,CAR-T-Cell-Therapy
D0U5AQ,T88023,CAR-T-Cell-Therapy(Dual specific)
D03UQM,T53601,Inhibitor
D09KRV,T19414,Modulator
D0TY5N,T78111,Modulator
D0CK3G,T20401,Inhibitor
D00EEL,T27376,Modulator
D00OVC,T28722,Modulator
D09JET,T28722,Modulator
D0T1WN,T28722,Modulator (allosteric modulator)
D0L7AS,T37693,Inhibitor
D0Q5MQ,T48268,Agonist
D0M4WA,T51426,Modulator
D00OVC,T51487,Modulator
D03VZH,T51487,Antagonist
D05OQJ,T51487,Antagonist
D09DWL,T51487,Modulator
D0A4JK,T51487,Antagonist
D0E0WQ,T51487,Antagonist
D0F0YZ,T51487,Antagonist
D0GA5T,T51487,Agonist
D0O3AB,T51487,Antagonist
D0R6BR,T51487,Antagonist
D0T1WN,T51487,Modulator
D0T5WK,T51487,Antagonist
D05TMQ,T54128,Binder
D0ZB7K,T54128,Binder
D0X5OV,T54644,Antagonist
D0Z9NZ,T57392,Inducer
D07CMN,T64795,Modulator
D01QML,T67162,Antagonist
D00OVU,T69485,Modulator
D01SUL,T69485,Modulator
D08SCL,T69485,Modulator
D06BTF,T73482,Antagonist
D06CKX,T73482,Antagonist
D03NPH,T75440,Modulator
D04BNP,T75440,Modulator
D06ZII,T75440,Agonist
D08XFV,T75440,Modulator
D0P2CK,T75440,Agonist
D0U3LS,T75440,Modulator
D0W2NM,T75440,Agonist
D0AN7B,T75498,Inhibitor
D0L7AS,T76685,Inhibitor
D04HAF,T77913,Modulator
D0R9ZB,T77913,Antagonist
D03VZH,T80387,Antagonist
DFN1D5,T86671,Antagonist
D0AN7B,T97613,Binder
D0Q5MQ,T97613,Agonist
D0T4XV,T97613,Agonist
DH8FY6,T23348,Inhibitor
D0C4FT,T80896,Inhibitor
D0C4FT,T89534,Inhibitor
D0Q1BT,T09130,Antagonist
D0Q1BT,T28893,Antagonist
D0K5HI,T29683,Antagonist
D0GM9E,T31204,Antagonist
D0Y4WR,T31204,Antagonist
DB82TO,T33754,Inhibitor
D0H9WR,T45083,Inhibitor
D01KKE,T45262,Antagonist
D0N1CH,T45993,Modulator
D00VPU,T47094,Modulator
D01TBN,T47094,Antagonist
D0C9FF,T47094,Modulator
DW7OF1,T47768,Inhibitor
D0I9QH,T51408,Modulator
D02NMG,T52790,Antagonist
D0C9FF,T52790,Modulator
